area(sq.m),yield,GWETPROF,GWETTOP,GWETROOT,CLOUD_AMT,TS,PS,RH2M,QV2M,PRECTOTCORR,T2M_MAX,T2M_MIN,T2M_RANGE,WS2M,elevation,slope,soc,soilph,Groundnut,Maize,Onion,Potato,Sorghum,Sweet Potato,Tomato,Belg,Meher
1723.23,1120.1,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
374.75,243.59,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
94.64,56.78,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
385.44,339.19,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
256.96,154.18,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
719.8,431.88,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
771.31,462.79,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
168.48,94.35,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
565.05,497.24,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185.23,111.14,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
923.98,554.39,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1043.38,855.57,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3566.02,2924.14,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1158.26,1355.16,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418.92,368.65,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59.05,447.98,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
180.77,159.08,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
617.08,543.03,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140.33,123.49,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88.8,78.14,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1068.09,427.24,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
202.99,97.44,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023.23,809.29,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
119.57,1734.2,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
131.9,83.1,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249.16,149.5,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
335.98,295.66,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104.47,91.93,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2027.43,1216.46,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
574.47,321.7,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1101.04,660.62,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
383.84,214.95,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289.1,231.28,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2982.43,1699.99,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
119.57,2887.98,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
490.73,294.44,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
304.19,182.51,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
547.08,306.36,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
962.09,577.25,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
551.01,330.61,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
307.14,172.0,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.76,48.19,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119.57,4084.26,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
268.0,160.8,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
261.46,230.08,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1799.85,1079.91,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
793.38,444.29,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
370.66,207.57,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
662.54,397.52,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
221.15,123.84,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3166.77,1773.39,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1846.85,129.28,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1451.86,58.07,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
506.18,3840.13,0.5114159292035398,0.5171681415929203,0.5009734513274336,60.260088495575225,21.367522123893806,85.4058407079646,68.37150442477876,11.585840707964602,2.207787610619469,26.70530973451327,14.830088495575222,11.875486725663718,2.989115044247788,1539.537518,7.432373923,2.955234039,7.226839817,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
